PILOT_FLY_OPS,OTH_FLT_FLY_OPS,TRAIN_FLY_OPS,PERS_EXP_FLY_OPS,PRO_FLY_OPS,INTERCHG_FLY_OPS,FUEL_FLY_OPS,OIL_FLY_OPS,RENTAL_FLY_OPS,OTHER_FLY_OPS,INS_FLY_OPS,BENEFITS_FLY_OPS,INCIDENT_FLY_OPS,PAY_TAX_FLY_OPS,OTH_TAX_FLY_OPS,OTHER_EXP_FLY_OPS,TOT_FLY_OPS,AIRFRAME_LABOR,ENGINE_LABOR,AIRFRAME_REPAIR,ENGINE_REPAIRS,INTERCHG_CHARG,AIRFRAME_MATERIALS,ENGINE_MATERIALS,AIRFRAME_ALLOW,AIRFRAME_OVERHAULS,ENGINE_ALLOW,ENGINE_OVERHAULS,TOT_DIR_MAINT,AP_MT_BURDEN,TOT_FLT_MAINT_MEMO,NET_OBSOL_PARTS,AIRFRAME_DEP,ENGINE_DEP,PARTS_DEP,ENG_PARTS_DEP,OTH_FLT_EQUIP_DEP,OTH_FLT_EQUIP_DEP_GRP_I,FLT_EQUIP_A_EXP,FLY_OPS_EXP_I_A,TOT_AIR_OP_EXPENSES,DEV_N_PREOP_EXP,OTH_INTANGIBLES,EQUIP_N_HANGAR_DEP,G_PROP_DEP,CAP_LEASES_DEP,TOTAL_AIR_HOURS,AIR_DAYS_ASSIGN,AIR_FUELS_ISSUED,AIRCRAFT_CONFIG,AIRCRAFT_GROUP,AIRCRAFT_TYPE,AIRLINE_ID,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,CARRIER,CARRIER_NAME,UNIQUE_CARRIER_ENTITY,REGION,CARRIER_GROUP_NEW,CARRIER_GROUP,YEAR,QUARTER
888.49,236.79,16.74,0.00,0.00,0.00,1589.02,79.45,4287.76,0.00,0.00,190.79,0.00,147.46,0.00,1899.30,9335.81,159.72,39.93,0.00,0.00,0.00,22.47,5.62,0.00,0.00,0.00,0.00,227.73,0.00,227.73,0.00,0.00,0.00,12.87,0.00,0.00,,0.00,,9576.41,,,,,,0.22,0.05,417.44,1,6,696,20405,N8,National Air Cargo Group Inc d/ba National Airlines,N8,National Air Cargo Group Inc d/ba National Airlines,07029,D,2,2,2023,1
925.67,0.00,0.00,0.00,-0.08,0.00,1875.10,0.00,553.87,0.11,75.16,0.00,0.00,0.00,0.00,550.46,3980.30,546.63,0.00,374.11,0.00,0.00,212.42,0.00,0.00,0.00,0.00,0.00,1133.15,0.00,1133.15,0.00,485.56,67.56,71.37,7.22,0.00,,0.00,,5745.16,,,,,,1.01,0.16,533.30,2,6,626,21634,KH,Aloha Air Cargo,KH,Aloha Air Cargo,01146,D,2,2,2023,1
989.65,0.00,1.77,106.13,1.08,0.00,2523.65,0.00,276.85,0.04,-15.10,398.41,0.00,99.67,127.05,217.34,4726.55,91.23,0.00,425.84,579.98,0.00,32.32,5.41,0.00,0.00,0.00,0.00,1134.77,159.02,1293.79,16.07,140.55,165.83,73.84,16.87,24.36,,0.00,,6457.85,,,,,,0.81,0.14,741.68,1,6,678,20409,B6,JetBlue Airways,B6,JetBlue Airways,16673,L,3,3,2023,1
1004.32,0.00,78.27,80.14,0.00,0.00,4326.61,3.83,515.26,0.00,6.06,260.77,0.00,82.51,77.36,0.00,6435.13,217.70,54.47,242.39,365.42,0.00,154.26,94.43,0.00,0.00,0.00,0.00,1128.67,540.49,1669.17,27.07,294.58,55.48,25.14,0.00,41.15,,34.06,,8581.77,,,,,,0.59,0.06,1324.95,1,6,637,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,0A050,D,3,3,2023,1
1017.50,0.00,28.67,130.82,0.00,0.00,2.92,0.00,333.02,2.89,1.33,93.46,0.00,81.65,16.04,11.26,1719.55,158.28,0.00,200.92,241.78,0.00,96.27,24.10,0.00,0.00,0.00,0.00,721.34,126.95,848.29,0.00,261.54,102.87,0.00,0.00,81.41,,0.00,,3013.65,,,,,,0.95,0.30,594.07,1,6,631,20304,OO,SkyWest Airlines Inc.,OO,SkyWest Airlines Inc.,11025,L,3,3,2023,1
1061.00,0.00,281.00,399.00,40.00,,3467.00,,32.00,3.00,4.00,0.00,,126.00,122.00,502.00,6037.00,720.00,80.00,55.00,49.00,,193.00,0.00,400.00,,268.00,,1765.00,3985.00,5750.00,,187.00,187.00,31.00,10.00,,,,,12202.00,,,,,,0.44,0.09,1103.12,2,7,740,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,16195,L,3,3,2023,1
1066.37,0.00,10.98,279.68,1.43,,11.02,0.00,150.72,0.50,0.00,48.63,0.00,102.56,0.00,9.58,1681.46,326.31,81.58,313.90,573.70,,43.31,10.83,0.00,0.00,0.00,0.00,1349.62,0.00,1349.62,0.00,325.08,10.26,9.09,0.00,7.64,,0.00,,3383.15,,,,,,1.74,0.30,1125.83,1,6,673,20378,YV,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,11022,L,2,2,2023,1
1079.16,0.00,38.93,196.30,18.59,,0.61,0.00,132.69,19.29,0.00,41.80,0.00,103.41,0.00,-1.82,1628.97,273.89,68.47,477.28,8.51,,21.29,5.32,0.00,0.00,0.00,0.00,854.76,0.00,854.76,0.00,386.31,255.10,95.43,0.00,41.01,,0.00,,3261.58,,,,,,0.88,0.16,541.81,1,6,638,20378,YV,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,11022,L,2,2,2023,1
1145.15,0.00,0.00,0.00,-0.08,0.00,5602.52,0.00,2845.98,71.17,81.40,0.00,0.00,0.00,0.00,2284.62,12030.76,533.19,0.00,487.14,0.11,0.00,208.29,0.00,0.00,0.00,0.00,0.00,1228.72,0.00,1228.72,0.00,462.90,71.51,67.80,6.77,0.00,,0.00,,13868.47,,,,,,0.82,0.19,652.48,2,6,617,20108,NC,Northern Air Cargo Inc.,NC,Northern Air Cargo Inc.,06721,D,2,2,2023,1
1160.00,0.00,42.00,69.00,0.00,0.00,3046.00,0.00,118.00,0.00,5.00,239.00,0.00,47.00,0.00,3.00,4729.00,57.00,22.00,109.00,210.00,0.00,158.00,65.00,0.00,0.00,0.00,0.00,621.00,244.00,865.00,6.00,205.00,104.00,5.00,13.00,0.00,,26.00,0.00,5953.00,,,,,,0.61,0.06,1031.54,1,6,626,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10262,P,3,3,2023,1
1238.30,0.00,299.17,826.50,283.29,0.00,4299.83,9.92,13.25,2.92,108.90,56.39,0.00,88.79,0.00,2230.18,9457.44,571.46,0.00,0.00,0.00,0.00,805.71,368.38,0.00,0.00,0.00,0.00,1745.55,0.00,1745.55,,0.00,0.00,0.00,0.00,1.08,,0.00,,11204.07,,,,,,1.32,0.19,1176.07,2,6,622,20151,M6,Amerijet International,M6,Amerijet International,06052,D,2,2,2023,1
1247.51,,70.43,134.28,,,12126.69,,119.69,,,254.67,-5.82,102.22,301.50,0.00,14351.16,98.83,1.14,279.08,50.68,,408.10,28.57,,,,,866.40,280.88,1147.27,9.05,144.90,148.05,3.77,8.18,,,19.19,,15831.57,,,,,,4.71,0.50,3928.88,1,6,614,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10877,P,3,3,2023,1
1254.17,0.00,303.00,837.09,286.93,0.00,4354.96,10.05,13.42,2.96,110.30,57.12,0.00,89.93,0.00,8098.70,15418.61,578.79,0.00,0.00,0.00,0.00,3712.00,4258.50,0.00,0.00,0.00,0.00,8549.28,0.00,8549.28,,0.00,0.00,0.00,0.00,1.09,,0.00,,23968.99,,,,,,1.33,0.19,1192.90,2,6,625,20151,M6,Amerijet International,M6,Amerijet International,06052,D,2,2,2023,1
1303.10,0.00,0.00,129.68,375.77,,0.00,0.00,306.51,20.97,0.00,46.43,0.00,106.77,0.00,0.00,2289.24,280.58,70.14,872.59,73.97,,55.20,13.80,0.00,0.00,0.00,0.00,1366.28,0.00,1366.28,0.00,0.00,0.00,175.28,0.00,21.50,,0.00,,3852.29,,,,,,0.77,0.00,721.71,2,6,617,20378,YV,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,06689,D,2,2,2023,1
1323.78,297.91,0.00,0.00,0.00,,4824.82,0.00,0.00,427.77,69.20,0.00,0.00,418.37,0.00,3122.18,10484.03,486.20,93.03,1085.22,996.01,,544.16,37.38,0.00,0.00,0.00,0.00,3242.00,0.00,3242.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,13726.03,,,,,,1.75,0.09,851.51,1,6,671,21979,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",01235,D,2,2,2023,1
1350.56,0.00,14.32,1430.10,95.28,0.00,7191.54,6.15,4576.57,23.68,51.88,242.43,0.00,126.13,0.00,186.54,15295.16,667.15,0.00,1180.65,-2.57,0.00,136.28,0.00,760.02,0.00,997.43,0.00,3738.96,1015.56,4754.51,0.00,251.26,0.00,315.37,0.00,0.00,,0.00,,20616.30,,,,,,1.41,0.27,1764.01,1,6,622,19874,8C,Air Transport International,8C,Air Transport International,16028,A,2,2,2023,1
1372.21,557.61,97.20,127.76,0.00,,2332.89,0.00,646.48,0.00,166.41,0.00,0.00,157.82,0.00,2431.85,7890.24,595.12,0.00,0.00,0.00,,1472.34,0.00,0.00,0.00,0.00,0.00,2067.46,0.00,2067.46,0.00,557.42,282.98,0.00,0.00,0.00,,0.00,,10798.10,,,,,,1.49,0.37,1266.61,1,6,614,21161,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",01130,D,2,2,2023,1
1412.99,,105.08,,,,4740.24,,,,381.22,85.87,,106.18,,0.00,6831.57,1290.18,,592.35,0.00,,209.06,0.00,,,,,2091.59,,2091.59,,415.63,189.99,0.00,0.00,497.10,,,,10025.88,,,,,,1.25,0.55,1162.70,2,6,655,20447,U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,06912,D,3,3,2023,1
1504.34,611.31,106.56,140.07,0.00,,2557.52,0.00,708.73,0.00,182.44,0.00,0.00,173.01,0.00,2666.02,8649.99,652.42,0.00,0.00,0.00,,1614.11,0.00,0.00,0.00,0.00,0.00,2266.54,0.00,2266.54,0.00,611.10,310.23,0.00,0.00,0.00,,0.00,,11837.85,,,,,,1.65,0.39,1367.21,1,6,619,21161,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",01130,D,2,2,2023,1
1583.00,0.00,44.00,72.00,0.00,0.00,3645.00,0.00,123.00,0.00,5.00,250.00,0.00,49.00,0.00,3.00,5774.00,59.00,23.00,114.00,219.00,0.00,165.00,68.00,0.00,0.00,0.00,0.00,648.00,255.00,903.00,6.00,214.00,109.00,6.00,14.00,0.00,,28.00,0.00,7054.00,,,,,,0.64,0.07,1234.42,1,6,696,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10262,P,3,3,2023,1
1586.82,,98.01,172.04,,,11060.12,,197.95,,,323.94,,130.02,42.32,,13611.20,113.36,1.45,46.32,9.30,,80.27,0.79,,,,,251.48,335.33,586.81,3.65,312.67,128.04,7.20,11.61,,,,,14661.18,,,,,,5.08,0.48,3358.72,1,6,838,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10876,L,3,3,2023,1
1595.18,0.00,0.00,0.00,-0.13,0.00,3231.30,0.00,954.47,0.19,129.53,0.00,0.00,0.00,0.00,948.60,6859.13,941.99,0.00,644.69,0.00,0.00,366.05,0.00,0.00,0.00,0.00,0.00,1952.73,0.00,1952.73,0.00,836.74,116.43,122.99,12.44,0.00,,0.00,,9900.46,,,,,,1.74,0.27,919.02,2,6,619,21634,KH,Aloha Air Cargo,KH,Aloha Air Cargo,01146,D,2,2,2023,1
1711.48,0.00,431.65,92.87,,,5094.28,,2147.90,,614.45,131.80,,177.90,0.00,2230.81,12633.15,1299.46,,,,,210.83,,,,,,1510.28,,1510.28,,,0.00,,,,,,,14143.43,,,,,,1.03,0.14,1596.26,2,8,820,20195,WI,Sky Lease Cargo,WI,Sky Lease Cargo,16884,I,2,2,2023,1
1791.45,0.00,175.25,0.12,3.02,0.00,8032.41,0.00,4065.51,0.00,6.84,288.88,0.00,308.02,205.95,2.59,14880.03,339.97,0.00,186.37,144.72,0.00,43.76,0.00,0.00,0.00,0.00,0.00,714.81,733.86,1448.67,0.00,0.00,0.05,36.01,0.00,118.23,,0.00,,16482.99,,,,,,2.87,0.28,2704.88,1,6,699,20436,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,16461,L,3,3,2023,1
1859.40,36.14,42.69,535.79,66.22,0.00,23.00,0.00,444.36,3.39,41.83,864.95,0.00,196.87,0.00,0.00,4114.64,1402.20,0.00,666.86,841.51,0.00,794.14,142.40,0.00,0.00,0.00,0.00,3847.11,0.00,3847.11,0.00,167.77,256.30,0.00,73.40,0.00,,0.00,0.00,8459.22,,,,,,1.64,0.29,2770.86,2,6,626,20453,ABX,ABX Air Inc,ABX,ABX Air Inc,11009,A,2,2,2023,1
1903.99,,127.69,214.49,,,6248.39,,45.87,,,388.68,,156.01,25.03,,9110.16,136.30,8.20,662.91,865.50,,520.90,62.92,,,,,2256.72,408.16,2664.88,139.08,217.22,213.57,30.98,80.17,,,68.92,,12524.97,,,,,,1.64,0.19,1808.26,1,6,622,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10876,L,3,3,2023,1
1916.39,0.00,462.99,1279.09,438.43,0.00,6654.42,15.35,20.50,4.52,168.53,87.27,0.00,137.42,0.00,3474.68,14659.58,884.39,0.00,0.00,0.00,0.00,1255.18,576.18,0.00,0.00,0.00,0.00,2715.76,0.00,2715.76,,0.00,0.00,0.00,0.00,1.67,,0.00,,17377.01,,,,,,2.04,0.29,1821.73,2,6,622,20151,M6,Amerijet International,M6,Amerijet International,16052,L,2,2,2023,1
1919.12,779.86,135.94,178.69,0.00,,3262.69,0.00,904.14,0.00,232.74,0.00,0.00,220.72,0.00,3401.10,11035.00,832.31,0.00,0.00,0.00,,2059.16,0.00,0.00,0.00,0.00,0.00,2891.47,0.00,2891.47,0.00,779.59,395.77,0.00,0.00,0.00,,0.00,,15101.83,,,,,,1.98,0.52,1736.16,2,6,614,21161,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",01130,D,2,2,2023,1
1925.00,0.00,7.00,132.00,0.00,0.00,4570.00,10.00,34.00,0.00,3.00,517.00,0.00,106.00,158.00,3.00,7465.00,322.00,14.00,991.00,85.00,0.00,65.00,62.00,0.00,0.00,0.00,0.00,1540.00,361.00,1901.00,11.00,643.00,101.00,52.00,0.00,0.00,,0.00,,10173.00,,,,,,1.72,0.21,1473.00,2,6,612,19930,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,06031,D,3,3,2023,1
1955.02,0.00,154.73,158.62,0.00,0.00,8421.23,7.56,1000.82,0.00,11.77,511.88,0.00,163.05,158.29,0.00,12542.95,429.09,107.08,478.51,718.75,0.00,310.06,194.54,0.00,0.00,0.00,0.00,2238.03,1037.64,3275.67,52.57,572.99,107.95,48.92,0.00,79.82,,64.58,,16745.46,,,,,,1.10,0.11,2628.07,1,6,627,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10052,P,3,3,2023,1
1960.00,0.00,8.00,135.00,0.00,0.00,4997.00,8.00,306.00,0.00,10.00,533.00,0.00,107.00,185.00,3.00,8252.00,283.00,13.00,432.00,514.00,0.00,57.00,55.00,0.00,0.00,0.00,0.00,1354.00,318.00,1672.00,7.00,454.00,163.00,35.00,0.00,12.00,,0.00,,10595.00,,,,,,1.77,0.18,1559.00,1,6,839,19930,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,16031,L,3,3,2023,1
2071.70,0.00,163.67,475.06,0.00,0.00,5709.74,1.87,1200.00,0.00,633.57,171.49,0.00,156.02,0.00,0.00,10583.12,1066.71,0.00,315.11,0.00,0.00,463.99,0.00,0.00,0.00,0.00,0.00,1845.81,0.00,1845.81,0.00,3067.97,1130.71,635.00,0.00,0.00,,0.00,,17262.60,,,,,,0.85,0.20,2902.35,2,8,820,21629,KD,Western Global,KD,Western Global,11042,I,2,2,2023,1
2189.57,,151.10,256.41,,,7110.80,,52.75,,,446.98,,179.41,17.08,,10404.09,156.74,9.43,795.38,995.31,,610.88,72.36,,,,,2640.10,878.85,3518.95,159.94,249.80,245.61,35.62,92.19,,,79.26,,14785.45,,,,,,1.89,0.22,2236.00,1,6,622,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10874,A,3,3,2023,1
2205.92,0.00,710.11,316.75,0.00,0.00,0.00,0.00,1199.54,0.00,0.00,151.18,0.00,259.70,0.00,0.00,4843.19,431.22,13.34,397.52,10.51,0.00,113.18,56.71,0.00,0.00,0.00,481.46,1503.94,550.74,2054.68,47.85,0.00,0.00,0.25,0.00,0.00,,0.00,,6945.96,,,,,,2.33,1.07,1474.55,1,6,673,20398,MQ,Envoy Air,MQ,Envoy Air,16820,L,3,3,2023,1
2333.27,990.75,258.32,917.91,125.65,,3015.51,1.75,0.00,17.16,336.05,583.73,0.10,278.90,0.00,109.55,8968.63,1426.05,0.00,1563.21,1263.88,,483.54,125.22,0.00,0.00,0.00,0.00,4861.90,0.00,4861.90,0.00,1507.16,0.00,0.00,928.70,577.40,,0.00,,16843.79,,,,,,1.01,0.78,778.15,2,5,556,20169,L2,Lynden Air Cargo Airlines,L2,Lynden Air Cargo Airlines,06699,D,2,2,2023,1
2341.00,0.00,0.00,127.00,0.00,0.00,0.00,0.00,12.00,0.00,0.00,523.00,0.00,161.00,0.00,53.00,3216.00,149.00,7.00,239.00,-6.00,0.00,12.00,12.00,0.00,0.00,0.00,0.00,412.00,10051.00,10462.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,13679.00,,,,,,0.36,0.17,160.00,1,4,482,19687,QX,Horizon Air,QX,Horizon Air,06580,D,2,2,2023,1
2352.41,,92.08,211.72,,,4699.32,,286.18,,,480.23,-2.64,192.75,111.56,,8423.61,168.01,2.14,1162.38,774.29,,455.85,157.58,,,,,2720.25,477.73,3197.98,61.35,422.79,464.38,37.58,462.03,,,,,13069.71,,,,,,2.04,0.23,1453.81,1,6,698,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10876,L,3,3,2023,1
2492.10,0.00,32.55,1158.11,216.61,0.00,234.23,9.63,236.63,53.94,0.20,443.49,0.00,235.28,0.00,28.17,5140.94,1167.44,0.00,3065.18,121.87,0.00,304.49,0.00,473.03,0.00,630.89,0.00,5762.90,1338.86,7101.76,0.00,102.75,0.00,385.05,0.00,0.00,,0.00,,12730.50,,,,,,2.80,0.58,4586.34,2,6,625,19874,8C,Air Transport International,8C,Air Transport International,06029,D,2,2,2023,1
2510.00,0.00,126.00,207.00,0.00,0.00,5664.00,0.00,356.00,0.00,15.00,720.00,0.00,141.00,0.00,8.00,9747.00,171.00,65.00,328.00,632.00,0.00,476.00,197.00,0.00,0.00,0.00,0.00,1869.00,733.00,2602.00,17.00,617.00,313.00,16.00,40.00,0.00,,79.00,0.00,13431.00,,,,,,1.84,0.25,1918.22,1,6,694,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10260,L,3,3,2023,1
2522.31,97.29,460.33,1031.08,41.47,0.00,6880.69,0.00,1054.56,14.02,59.33,291.12,0.00,225.26,0.00,0.00,12677.45,901.03,8.22,363.46,-67.37,0.00,0.00,0.00,12.24,0.00,136.83,0.00,1354.41,579.76,1934.17,0.00,0.00,0.00,0.00,0.00,154.91,,0.00,,14766.53,,,,,,1.01,0.22,1573.17,1,6,625,20377,X9,Omni Air International LLC,X9,Omni Air International LLC,16736,I,2,2,2023,1
2533.71,,161.18,287.84,,,10952.63,,2.81,,,517.24,,207.61,173.84,,14836.86,232.48,2.31,2550.89,1.12,,602.21,21.70,,,,,3410.70,550.34,3961.04,140.60,1173.97,122.38,28.04,155.91,,,,,20418.81,,,,,,2.26,0.23,3318.79,1,6,626,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,0A875,D,3,3,2023,1
2557.42,0.00,0.00,92.60,21.35,,4457.67,7.93,145.65,2.31,30.55,790.82,0.00,262.95,105.54,6.54,8481.32,512.09,0.00,1006.33,0.00,,412.52,2513.75,0.00,,0.00,,4444.69,770.23,5214.92,,340.37,72.88,22.92,,,,13.34,,14145.74,,,,,,1.14,0.42,1393.65,2,6,622,19917,5X,United Parcel Service,5X,United Parcel Service,16911,A,3,3,2023,1
2576.11,1046.83,182.48,239.86,0.00,,4379.63,0.00,1213.66,0.00,312.42,0.00,0.00,296.28,0.00,4565.42,14812.68,1117.24,0.00,0.00,0.00,,2764.09,0.00,0.00,0.00,0.00,0.00,3881.33,0.00,3881.33,0.00,1046.47,531.25,0.00,0.00,0.00,,0.00,,20271.73,,,,,,2.60,0.84,2408.47,1,6,617,21161,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",01130,D,2,2,2023,1
2751.49,,260.00,386.11,,,11782.52,,3.05,,,561.69,,225.45,544.08,,16514.41,250.76,2.51,3600.50,9889.80,,1676.54,14.60,,,,,15434.71,1176.47,16611.18,241.25,1810.30,943.26,135.01,550.40,,,,,36805.80,,,,,,2.46,0.28,3700.76,1,6,887,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,0A875,D,3,3,2023,1
2752.37,682.46,0.00,0.00,0.00,,7628.84,0.00,0.00,77.91,145.55,0.00,0.00,521.87,0.00,4659.59,16468.61,977.03,120.04,1049.67,717.14,,1652.28,82.21,0.00,0.00,0.00,0.00,4598.36,0.00,4598.36,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,21066.97,,,,,,2.65,0.09,1293.33,1,6,641,21979,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",01235,D,2,2,2023,1
2799.40,0.00,676.33,1868.45,640.44,0.00,9720.56,22.42,29.95,6.60,246.19,127.48,0.00,200.73,0.00,2141.09,18479.64,1291.89,0.00,0.00,0.00,0.00,1142.84,4.50,0.00,0.00,0.00,0.00,2439.23,0.00,2439.23,,0.00,0.00,0.00,0.00,2.44,,0.00,,20921.31,,,,,,2.97,0.43,2655.24,2,6,626,20151,M6,Amerijet International,M6,Amerijet International,06052,D,2,2,2023,1
2840.71,0.00,686.31,1896.02,649.89,0.00,9864.00,22.75,30.39,6.70,249.82,129.37,0.00,203.70,0.00,2168.48,18748.12,1310.96,0.00,0.00,0.00,0.00,1153.01,4.50,0.00,0.00,0.00,0.00,2468.47,0.00,2468.47,,0.00,0.00,0.00,0.00,2.48,,0.00,,21219.06,,,,,,3.01,0.43,2695.24,2,6,626,20151,M6,Amerijet International,M6,Amerijet International,16052,L,2,2,2023,1
2848.52,0.00,225.25,231.40,0.00,0.00,10157.05,10.48,1444.95,0.00,17.06,737.94,0.00,234.60,192.90,0.00,16100.15,614.69,152.72,690.40,1040.04,0.00,434.98,279.61,0.00,0.00,0.00,0.00,3212.44,1481.31,4693.75,75.51,831.00,156.44,70.83,0.00,115.28,,92.54,,22135.49,,,,,,3.27,0.50,3191.79,1,6,694,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10050,L,3,3,2023,1
2851.00,,761.00,,,,6951.00,,,,,,,,477.00,316.00,11356.00,0.00,0.00,25.00,21.00,,456.00,543.00,395.00,,0.00,,1440.00,5017.00,6457.00,,2237.00,427.00,33.00,5.00,,,,,20515.00,,,,,,1.55,0.35,2591.15,2,6,626,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,16196,A,3,3,2023,1
2924.80,,275.20,409.84,,,13276.36,,4.28,,,597.07,,239.65,583.76,,18310.96,266.56,2.67,797.96,1.29,,523.52,21.28,,,,,1613.27,681.15,2294.43,13.22,2000.33,449.02,11.62,33.45,,,,,23113.03,,,,,,2.63,0.18,4067.51,1,6,889,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,0A875,D,3,3,2023,1
2927.00,0.00,73.00,174.00,0.00,0.00,6338.00,12.00,293.00,0.00,34.00,538.00,0.00,225.00,245.00,0.00,10859.00,404.00,6.00,494.00,274.00,0.00,221.00,31.00,0.00,0.00,0.00,0.00,1430.00,468.00,1898.00,1.00,194.00,717.00,53.00,49.00,19.00,,61.00,0.00,13851.00,,,,,,2.40,0.30,2060.67,1,6,838,19393,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,11033,L,3,3,2023,1
2958.22,,218.72,349.98,,,10289.45,,2.89,,,603.90,,242.39,232.90,,14898.44,140.76,1.80,537.37,0.94,,312.30,15.23,,,,,1008.40,451.77,1460.16,8.92,1348.80,302.77,7.84,22.55,,,,,18049.48,,,,,,1.69,0.12,3028.86,1,6,889,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10876,L,3,3,2023,1
2975.15,,94.11,1153.56,,,13314.61,,269.61,,100.06,354.10,,217.66,,,18478.86,2692.81,453.91,1313.98,2392.33,,689.31,2034.85,,,,,9577.19,1387.93,10965.11,,471.30,857.85,308.32,170.34,0.00,1807.80,,,31251.77,,,,,,1.91,0.29,6455.59,2,8,819,20370,KAQ,Kalitta Air LLC,KAQ,Kalitta Air LLC,06683,D,3,3,2023,1
3035.00,0.00,12.00,209.00,0.00,0.00,7738.00,13.00,473.00,0.00,16.00,826.00,0.00,166.00,286.00,5.00,12779.00,438.00,20.00,669.00,796.00,0.00,89.00,85.00,0.00,0.00,0.00,0.00,2097.00,492.00,2589.00,11.00,703.00,253.00,54.00,0.00,19.00,,0.00,,16408.00,,,,,,2.74,0.28,2415.00,1,6,721,19930,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,16031,L,3,3,2023,1
3107.62,0.00,304.01,0.21,5.24,0.00,13933.78,0.00,7052.42,0.00,11.87,501.11,0.00,534.32,357.25,4.49,25812.32,589.74,0.00,323.30,251.04,0.00,75.91,0.00,0.00,0.00,0.00,0.00,1239.98,1273.02,2513.00,0.00,0.00,0.08,62.46,0.00,205.10,,0.00,,28592.96,,,,,,5.96,0.49,3823.37,1,6,722,20436,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,16461,L,3,3,2023,1
3225.08,0.00,0.00,116.78,26.93,,15748.11,10.01,575.64,2.91,96.56,997.27,0.00,331.59,74.92,8.24,21214.04,645.78,0.00,1114.07,0.00,,492.98,1800.47,0.00,,0.00,,4053.30,971.32,5024.62,,1604.24,373.96,92.24,,,,16.82,,28325.91,,,,,,1.63,0.21,5433.06,2,8,819,19917,5X,United Parcel Service,5X,United Parcel Service,16911,A,3,3,2023,1
3225.59,1420.73,100.46,0.00,0.00,0.00,36518.98,1825.95,17882.42,0.00,0.00,1059.44,0.00,478.50,0.00,11087.10,73599.18,958.29,239.57,0.00,0.00,0.00,376.78,94.20,0.00,0.00,0.00,0.00,1668.84,0.00,1668.84,0.00,0.00,0.00,310.53,0.00,0.00,,555.01,,76133.56,,,,,,3.46,0.09,11476.26,2,8,819,20405,N8,National Air Cargo Group Inc d/ba National Airlines,N8,National Air Cargo Group Inc d/ba National Airlines,11049,I,2,2,2023,1
3386.55,,48.03,1341.04,0.00,,6632.31,,0.00,,0.00,809.99,,293.52,,109.46,12620.88,165.23,,1839.49,,,588.02,87.62,15.92,,,,2696.28,1274.07,3970.35,,1670.37,410.54,155.59,0.00,0.00,,0.00,0.00,18827.73,,,,,,1.36,0.32,2081.24,1,6,626,20007,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,16087,I,3,3,2023,1
