PILOT_FLY_OPS,OTH_FLT_FLY_OPS,TRAIN_FLY_OPS,PERS_EXP_FLY_OPS,PRO_FLY_OPS,INTERCHG_FLY_OPS,FUEL_FLY_OPS,OIL_FLY_OPS,RENTAL_FLY_OPS,OTHER_FLY_OPS,INS_FLY_OPS,BENEFITS_FLY_OPS,INCIDENT_FLY_OPS,PAY_TAX_FLY_OPS,OTH_TAX_FLY_OPS,OTHER_EXP_FLY_OPS,TOT_FLY_OPS,AIRFRAME_LABOR,ENGINE_LABOR,AIRFRAME_REPAIR,ENGINE_REPAIRS,INTERCHG_CHARG,AIRFRAME_MATERIALS,ENGINE_MATERIALS,AIRFRAME_ALLOW,AIRFRAME_OVERHAULS,ENGINE_ALLOW,ENGINE_OVERHAULS,TOT_DIR_MAINT,AP_MT_BURDEN,TOT_FLT_MAINT_MEMO,NET_OBSOL_PARTS,AIRFRAME_DEP,ENGINE_DEP,PARTS_DEP,ENG_PARTS_DEP,OTH_FLT_EQUIP_DEP,OTH_FLT_EQUIP_DEP_GRP_I,FLT_EQUIP_A_EXP,FLY_OPS_EXP_I_A,TOT_AIR_OP_EXPENSES,DEV_N_PREOP_EXP,OTH_INTANGIBLES,EQUIP_N_HANGAR_DEP,G_PROP_DEP,CAP_LEASES_DEP,TOTAL_AIR_HOURS,AIR_DAYS_ASSIGN,AIR_FUELS_ISSUED,AIRCRAFT_CONFIG,AIRCRAFT_GROUP,AIRCRAFT_TYPE,AIRLINE_ID,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,CARRIER,CARRIER_NAME,UNIQUE_CARRIER_ENTITY,REGION,CARRIER_GROUP_NEW,CARRIER_GROUP,YEAR,QUARTER
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.28,,,,,9,9,999,20100,PO,Polar Air Cargo Airways,PO,Polar Air Cargo Airways,16757,A,3,3,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.64,,,,,9,9,999,20100,PO,Polar Air Cargo Airways,PO,Polar Air Cargo Airways,06758,D,3,3,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.40,,,,,9,9,999,20195,WI,Sky Lease Cargo,WI,Sky Lease Cargo,16884,I,2,2,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.29,,,,,9,9,999,20100,PO,Polar Air Cargo Airways,PO,Polar Air Cargo Airways,16758,P,3,3,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,515.64,0.00,,,,9,9,999,19917,5X,United Parcel Service,5X,United Parcel Service,16912,L,3,3,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1456.76,0.00,,,,9,9,999,19917,5X,United Parcel Service,5X,United Parcel Service,16911,A,3,3,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1565.05,0.00,,,,9,9,999,19917,5X,United Parcel Service,5X,United Parcel Service,16913,P,3,3,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,6788.45,0.00,,,,9,9,999,19917,5X,United Parcel Service,5X,United Parcel Service,06910,D,3,3,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.60,27.13,,,,,9,9,999,20370,KAQ,Kalitta Air LLC,KAQ,Kalitta Air LLC,06683,D,3,3,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2159.69,274.26,,,,,9,9,999,20370,KAQ,Kalitta Air LLC,KAQ,Kalitta Air LLC,16683,I,3,3,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,2.65,88.44,,,,,9,9,999,20447,U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,16917,I,3,3,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,8.03,4.16,0.00,,,,9,9,999,20453,ABX,ABX Air Inc,ABX,ABX Air Inc,11009,A,2,2,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,19.41,648.59,,,,,9,9,999,20447,U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,06912,D,3,3,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,46.80,24.24,0.00,,,,9,9,999,20453,ABX,ABX Air Inc,ABX,ABX Air Inc,80006,D,2,2,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,2376.00,7435.00,0.00,,,,9,9,999,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,16195,L,3,3,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,8772.00,19859.00,0.00,,,,9,9,999,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,16196,A,3,3,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,14294.00,10218.00,0.00,,,,9,9,999,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,16197,P,3,3,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9077.36,0.00,2032.57,,,,,9,9,999,20007,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,16087,I,3,3,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12203.95,0.00,1072.05,,,,,9,9,999,20007,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,06087,D,3,3,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,34660.00,24099.00,0.00,,,,9,9,999,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,06200,D,3,3,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,9,9,999,19687,QX,Horizon Air,QX,Horizon Air,11023,L,2,2,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,9,9,999,20169,L2,Lynden Air Cargo Airlines,L2,Lynden Air Cargo Airlines,11040,I,2,2,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,9,9,999,20405,N8,National Air Cargo Group Inc d/ba National Airlines,N8,National Air Cargo Group Inc d/ba National Airlines,07029,D,2,2,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,9,9,999,20405,N8,National Air Cargo Group Inc d/ba National Airlines,N8,National Air Cargo Group Inc d/ba National Airlines,11049,I,2,2,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,9,9,999,20445,C5,CommuteAir LLC dba CommuteAir,C5,CommuteAir LLC dba CommuteAir,11059,L,2,2,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,26.90,0.00,,,,9,9,999,20500,G7,GoJet Airlines LLC d/b/a United Express,G7,GoJet Airlines LLC d/b/a United Express,07041,D,2,2,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,79.49,0.00,,,,9,9,999,20398,MQ,Envoy Air,MQ,Envoy Air,16820,L,3,3,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,183.99,0.00,,,,9,9,999,21979,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",01235,D,2,2,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,2635.81,0.00,,,,9,9,999,20398,MQ,Envoy Air,MQ,Envoy Air,06820,D,3,3,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.09,5.93,0.00,,,,9,9,999,20452,YX,Republic Airline,YX,Republic Airline,11029,L,3,3,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,2.13,4.45,0.00,,,,9,9,999,20378,YV,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,11022,L,2,2,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,2.21,0.00,0.00,,,,9,9,999,20397,OH,PSA Airlines Inc.,OH,PSA Airlines Inc.,11030,L,2,2,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,16.85,333.70,0.00,,,,9,9,999,20445,C5,CommuteAir LLC dba CommuteAir,C5,CommuteAir LLC dba CommuteAir,06944,D,2,2,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,18.44,808.08,0.00,,,,9,9,999,20377,X9,Omni Air International LLC,X9,Omni Air International LLC,06738,D,2,2,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,33.28,2146.73,0.00,,,,9,9,999,20452,YX,Republic Airline,YX,Republic Airline,06003,D,3,3,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,33.76,62.97,0.00,,,,9,9,999,20378,YV,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,06689,D,2,2,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,62.96,1402.24,187.23,,,,9,9,999,19690,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,15375,P,3,3,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,105.00,236.00,0.00,,,,9,9,999,19687,QX,Horizon Air,QX,Horizon Air,06580,D,2,2,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,146.40,10.18,0.00,,,,9,9,999,20169,L2,Lynden Air Cargo Airlines,L2,Lynden Air Cargo Airlines,06699,D,2,2,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,155.29,6803.91,0.00,,,,9,9,999,20377,X9,Omni Air International LLC,X9,Omni Air International LLC,16736,I,2,2,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,232.57,207.29,0.00,,,,9,9,999,21634,KH,Aloha Air Cargo,KH,Aloha Air Cargo,01146,D,2,2,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,254.96,2044.31,0.00,,,,9,9,999,20427,PT,Piedmont Airlines,PT,Piedmont Airlines,06918,D,2,2,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,364.62,4846.65,647.15,,,,9,9,999,19690,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,05375,D,3,3,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,437.68,1239.46,0.00,,,,9,9,999,20416,NK,Spirit Air Lines,NK,Spirit Air Lines,16831,L,3,3,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,1233.04,0.00,0.00,,,,9,9,999,20397,OH,PSA Airlines Inc.,OH,PSA Airlines Inc.,07028,D,2,2,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,1813.05,0.00,0.00,,,,9,9,999,20151,M6,Amerijet International,M6,Amerijet International,16052,L,2,2,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,1982.58,0.00,0.00,,,,9,9,999,20151,M6,Amerijet International,M6,Amerijet International,06052,D,2,2,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,2955.15,8368.72,0.00,,,,9,9,999,20416,NK,Spirit Air Lines,NK,Spirit Air Lines,06830,D,3,3,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.21,0.00,2.05,0.23,,,,9,9,999,20363,9E,Endeavor Air Inc.,9E,Endeavor Air Inc.,11027,L,2,2,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,5.62,8.90,196.69,0.00,,,,9,9,999,20436,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,16461,L,3,3,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,5.67,0.00,27.64,0.00,,,,9,9,999,20304,OO,SkyWest Airlines Inc.,OO,SkyWest Airlines Inc.,11025,L,3,3,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,14.09,42.85,63.96,0.00,,,,9,9,999,20108,NC,Northern Air Cargo Inc.,NC,Northern Air Cargo Inc.,06721,D,2,2,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,17.30,0.00,168.52,18.63,,,,9,9,999,20363,9E,Endeavor Air Inc.,9E,Endeavor Air Inc.,07024,D,2,2,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,19.86,60.41,90.17,0.00,,,,9,9,999,20108,NC,Northern Air Cargo Inc.,NC,Northern Air Cargo Inc.,11041,I,2,2,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,45.87,3039.47,0.00,0.00,,,,9,9,999,21629,KD,Western Global,KD,Western Global,11042,I,2,2,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,53.84,0.00,3500.96,20.25,,,,9,9,999,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10052,P,3,3,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,67.29,4.17,8.60,0.00,,,,9,9,999,19874,8C,Air Transport International,8C,Air Transport International,16028,A,2,2,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,101.21,0.00,137.79,0.00,,,,9,9,999,20046,ZW,Air Wisconsin Airlines Corp,ZW,Air Wisconsin Airlines Corp,06024,D,2,2,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,101.23,135.27,2611.87,0.00,,,,9,9,999,20436,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,06460,D,3,3,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,127.00,31.00,3665.00,0.00,,,,9,9,999,19393,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,11033,L,3,3,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,211.78,0.00,269.71,54.46,,,,9,9,999,20422,SY,Sun Country Airlines d/b/a MN Airlines,SY,Sun Country Airlines d/b/a MN Airlines,16795,L,2,2,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,260.87,0.00,16963.42,98.08,,,,9,9,999,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10049,A,3,3,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,326.97,0.00,21266.96,123.01,,,,9,9,999,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10050,L,3,3,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,347.28,28.98,451.37,0.00,,,,9,9,999,20409,B6,JetBlue Airways,B6,JetBlue Airways,10875,A,3,3,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,534.57,0.00,22.12,0.00,,,,9,9,999,21161,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11054,I,2,2,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,657.88,209.33,182.92,0.00,,,,9,9,999,19874,8C,Air Transport International,8C,Air Transport International,06029,D,2,2,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,788.22,0.00,1003.81,202.69,,,,9,9,999,20422,SY,Sun Country Airlines d/b/a MN Airlines,SY,Sun Country Airlines d/b/a MN Airlines,06795,D,2,2,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,950.39,0.00,3763.19,0.00,,,,9,9,999,20304,OO,SkyWest Airlines Inc.,OO,SkyWest Airlines Inc.,06700,D,3,3,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1206.09,0.00,78456.09,453.62,,,,9,9,999,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,0A050,D,3,3,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,2398.85,0.00,99.28,0.00,,,,9,9,999,21161,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",01130,D,2,2,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,2882.28,240.55,3524.65,0.00,,,,9,9,999,20409,B6,JetBlue Airways,B6,JetBlue Airways,16673,L,3,3,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,3473.00,842.00,100255.00,0.00,,,,9,9,999,19393,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,06725,D,3,3,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,10490.13,875.50,13783.26,0.00,,,,9,9,999,20409,B6,JetBlue Airways,B6,JetBlue Airways,06673,D,3,3,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.19,907.29,,15447.32,190.39,,,,9,9,999,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10876,L,3,3,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.72,954.28,,12829.23,200.25,,,,9,9,999,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10877,P,3,3,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.16,0.00,0.00,164.32,112.09,,,,9,9,999,21974,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",01234,D,2,2,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.78,1850.16,3.20,26088.77,388.25,,,,9,9,999,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10874,A,3,3,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.93,5069.14,,90528.03,1063.75,,,,9,9,999,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,0A875,D,3,3,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.00,0.00,42.00,1497.00,0.00,,,,9,9,999,19930,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,16031,L,3,3,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1222.00,0.00,525.00,18544.00,0.00,,,,9,9,999,19930,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,06031,D,3,3,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3004.00,0.00,71.00,3313.00,0.00,,,,9,9,999,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10262,P,3,3,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3730.49,0.00,1991.07,953.36,0.00,,,,9,9,999,20368,G4,Allegiant Air,G4,Allegiant Air,06035,D,3,3,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8420.00,0.00,198.00,9286.00,0.00,,,,9,9,999,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10260,L,3,3,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10359.00,0.00,244.00,11424.00,0.00,,,,9,9,999,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10261,A,3,3,2023,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61991.00,0.00,1460.00,68368.00,0.00,,,,9,9,999,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,01260,D,3,3,2023,1
,,,,,,,,0.00,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,0.00,0.00,,2,1,110,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,16197,P,3,3,2023,1
,,,,,,,,0.00,,0.00,,,,0.00,,0.00,,,,,,,,,,,,,,,,0.00,0.00,,,,,,,0.00,,,,,,0.00,0.00,,2,4,416,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,16197,P,3,3,2023,1
,,,,,,,,0.00,,0.00,,,,0.00,,0.00,,,,,,,,,,0.00,,0.00,0.00,0.00,,0.00,0.00,,,,,,,0.00,,,,,,0.00,,,2,4,416,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,16196,A,3,3,2023,1
,,,,,,,,12998.00,,,,,,,,12998.00,,,,,,,,,,,,,,,,,,,,,,,,12998.00,,,,,,1.30,3.87,,2,1,110,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,16196,A,3,3,2023,1
,,,,,,,,28424.00,,,,,,,,28424.00,,,,,,,,,,,,,,,,,,,,,,,,28424.00,,,,,,3.14,1.44,,2,1,110,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,16195,L,3,3,2023,1
,,,,,,0.00,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,0.00,2,7,715,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,16196,A,3,3,2023,1
,,,,,,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,,,0.00,,,,,,0.00,0.00,0.00,2,7,730,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,16196,A,3,3,2023,1
,,,0.00,,,,,2058.00,,0.00,,,0.00,0.00,,2058.00,,,,,,0.00,0.00,,,24.00,,24.00,54.00,78.00,,10.00,34.00,,,,,,,2180.00,,,,,,0.77,1.17,,2,4,416,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,16195,L,3,3,2023,1
,,,0.00,,,,,25282.00,0.00,6522.00,,,,-2325.00,,29479.00,,,,,,,,,,,,,,,,1489.00,1638.00,109.00,,,,,,32715.00,,,,,,3.75,4.86,,2,1,110,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,06200,D,3,3,2023,1
,,,0.00,,,,,25316.00,,0.00,,,0.00,0.00,,25316.00,,,,,,0.00,0.00,,,520.00,,520.00,378.00,898.00,,212.00,739.00,,,,,,,27165.00,,,,,,16.61,20.46,,2,4,416,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,06200,D,3,3,2023,1
,,0.00,,,,0.00,,0.00,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,,,,,,0.00,,,,,,0.00,0.00,0.00,2,7,732,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,16197,P,3,3,2023,1
-220.00,0.00,3.00,-7.00,0.00,0.00,3239.00,2.00,645.00,0.00,148.00,173.00,0.00,-12.00,96.00,1.00,4069.00,209.00,9.00,754.00,-55.00,0.00,42.00,41.00,0.00,0.00,0.00,0.00,1001.00,235.00,1236.00,0.00,-22.00,-8.00,-2.00,0.00,-1.00,,0.00,,5271.00,,,,,,0.67,0.09,588.00,1,6,694,19930,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,06031,D,3,3,2023,1
-3.59,-2.20,0.00,0.00,0.00,,273.78,0.00,0.00,-0.63,0.00,0.00,0.00,9.80,0.00,44.39,321.55,0.00,0.00,1.80,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,1.80,0.00,1.80,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,323.35,,,,,,0.06,0.09,48.84,1,6,648,21979,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",01235,D,2,2,2023,1
-3.18,-1.95,0.00,0.00,0.00,,68.78,0.00,0.00,-0.56,0.00,0.00,0.00,8.68,0.00,39.27,111.04,0.00,0.00,1.08,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,1.08,0.00,1.08,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,112.46,,,,,,0.05,0.09,21.83,1,6,750,21979,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",01235,D,2,2,2023,1
0.00,,,,,,0.00,,0.00,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,,,,,,0.00,,,,,,0.00,0.00,0.00,2,7,732,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,16196,A,3,3,2023,1
0.00,,0.00,0.00,,,0.00,,,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,,,0.00,,,,,,0.00,0.00,0.00,2,7,730,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,16197,P,3,3,2023,1
0.00,,0.00,0.00,,,0.00,,0.00,,0.00,0.00,,0.00,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,,,,,,0.00,0.00,0.00,2,6,626,20370,KAQ,Kalitta Air LLC,KAQ,Kalitta Air LLC,16683,I,3,3,2023,1
0.00,,0.00,0.00,,,0.00,,0.00,,0.00,0.00,,0.00,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,,,,,,0.00,0.00,0.00,2,6,683,20370,KAQ,Kalitta Air LLC,KAQ,Kalitta Air LLC,06683,D,3,3,2023,1
